"county_name","state_name","x","countyFIPS","per_dem.x","per_gop.x","per_dem.y","per_gop.y","gop_vote_share_change","County Name","State.x","covid_deaths","pop_2019","pop_thousand","deaths_per_thousand","PUBASELINE","PU31102020","PU_change","old_percent","dummy_2016","dummy_old"
"Alamance County","North Carolina",39587,37001,0.422557172557,0.552018364518,0.450976292527674,0.534968812070948,-0.0170495524470519,"Alamance County ","NC",76,169509,169.509,0.448353774725826,3.27,4.4,1.13,0.233539222106201,1,0
"Alameda County","California",335022,6001,0.793142475069,0.148711258246,0.802296249727225,0.177055947543982,0.0283446892979818,"Alameda County ","CA",463,1671329,1671.329,0.277025050124781,2.69,7.8,5.11,0.200452454304329,0,0
"Alamosa County","Colorado",3144,8003,0.459330143541,0.439466434682,0.481429303278689,0.488345286885246,0.0488788522032459,"Alamosa County ","CO",9,16233,16.233,0.554426168915173,3.84,5.77,1.93,0.193679541674367,0,0
"Albany County","New York",72965,36001,0.5951338703,0.352002483207,0.645511709852629,0.331477407674188,-0.0205250755328123,"Albany County ","NY",130,305506,305.506,0.425523557638803,3.28,5.12,1.84,0.238833279870117,0,0
"Albany County","Wyoming",6708,56001,0.419488428745,0.462911084044,0.488370843852393,0.46081538378901,-0.00209570025498995,"Albany County ","WY",5,38880,38.88,0.128600823045267,2.45,3.37,0.92,0.172530864197531,0,0
"Albemarle County","Virginia",28420,51003,0.593169914847,0.342608757616,0.656788901433719,0.321759438266545,-0.020849319349455,"Albemarle County ","VA",24,109330,109.33,0.219518887770969,2.11,3.52,1.41,0.259946949602122,0,0
"Alcona County","Michigan",4944,26001,0.280304256352,0.679883476291,0.303227633069083,0.686296715741789,0.00641323945078942,"Alcona County ","MI",3,10405,10.405,0.288322921672273,6.39,6.6,0.21,0.475156174915906,1,1
"Alcorn County","Mississippi",9330,28003,0.181584466545,0.799472295515,0.175953450129657,0.810701410410474,0.0112291148954737,"Alcorn County ","MS",12,36953,36.953,0.32473682786242,3.68,5.79,2.11,0.252482883663031,1,0
"Alexander County","Illinois",1802,17003,0.447517730496,0.530496453901,0.424380952380952,0.566095238095238,0.0355987841942381,"Alexander County ","IL",1,5761,5.761,0.173580975525082,5.81,7.08,1.27,0.312792917896199,1,1
"Alexander County","North Carolina",10273,37003,0.208206096274,0.767641996558,0.204832970942874,0.78513540225341,0.0174934056954097,"Alexander County ","NC",9,37497,37.497,0.240019201536123,2.87,3.94,1.07,0.273968584153399,1,1
"Alexandria city","Virginia",27554,51510,0.768270058077,0.178008711551,0.802831240606971,0.1762738158724,-0.00173489567859975,"City of Alexandria","VA",74,159428,159.428,0.464159369746845,2.01,2.96,0.95,0.172830368567629,0,0
"Alfalfa County","Oklahoma",1541,40003,0.0957446808511,0.855939716312,0.102564102564103,0.874447391688771,0.0185076753767709,"Alfalfa County ","OK",0,5702,5.702,0,1.88,2.67,0.79,0.270256050508593,1,1
"Alger County","Michigan",3240,26003,0.368491025925,0.572789718591,0.400351014040562,0.587753510140406,0.0149637915494056,"Alger County ","MI",1,9108,9.108,0.109793588054458,9.09,9.5,0.41,0.355731225296443,1,1
"Allamakee County","Iowa",4276,19005,0.352347520842,0.595582857979,0.347076259768257,0.637968202640798,0.0423853446617977,"Allamakee County ","IA",9,13687,13.687,0.657558266968656,3.19,3.25,0.0600000000000001,0.312413238839775,1,1
"Allegan County","Michigan",28542,26005,0.325131905789,0.613058219861,0.364399201120816,0.616925507496945,0.00386728763594468,"Allegan County ","MI",7,118081,118.081,0.0592813407745531,2.45,4.07,1.62,0.241715432626756,1,0
"Allegany County","Maryland",19082,24001,0.239713710258,0.720220112214,0.29888058483731,0.681635716849972,-0.0385843953640277,"Allegany County ","MD",24,70416,70.416,0.340831629175188,4.64,5.39,0.75,0.270989547830039,1,1
"Allegany County","New York",12415,36003,0.261410788382,0.684471977091,0.291021075931094,0.68015590414782,-0.00431607294317982,"Allegany County ","NY",14,46091,46.091,0.303746935410384,5.41,6.23,0.82,0.269358443079994,1,1
"Alleghany County","North Carolina",4062,37005,0.249328730341,0.72669735328,0.244568795260039,0.74506254114549,0.0183651878654905,"Alleghany County ","NC",1,11137,11.137,0.0897907874652061,4.22,4.89,0.67,0.364730178683667,1,1
"Alleghany County","Virginia",4929,51005,0.296331782097,0.666986038872,0.273436547604535,0.714250883822992,0.0472648449509916,"Alleghany County ","VA",4,14860,14.86,0.269179004037685,3.09,4.41,1.32,0.331695827725437,1,1
"Allegheny County","Pennsylvania",323748,42003,0.564415794817,0.40034018841,0.594314293598234,0.390332505518764,-0.0100076828912362,"Allegheny County ","PA",419,1216045,1216.045,0.344559617448367,3.07,5.73,2.66,0.266230279307098,0,1
"Allen County","Indiana",79139,18003,0.378785488418,0.57481805648,0.432860978696727,0.544605575992714,-0.0302124804872863,"Allen County ","IN",248,379299,379.299,0.653837737510513,2.79,4.84,2.05,0.208645422213083,1,0
"Allen County","Kansas",3473,20001,0.263078660143,0.672751223184,0.266860664156111,0.711229031153714,0.0384778079697145,"Allen County ","KS",1,12369,12.369,0.0808472794890452,3.2,5.7,2.5,0.280782601665454,1,1
"Allen County","Kentucky",5256,21003,0.166852195424,0.799752628324,0.175352413498505,0.810230670653567,0.0104780423295668,"Allen County ","KY",11,21315,21.315,0.516068496364063,3.43,4.14,0.71,0.246586910626319,1,0
"Allen County","Ohio",25472,39003,0.287100098575,0.668921946411,0.294733991584385,0.689830437861934,0.0209084914509339,"Allen County ","OH",80,102351,102.351,0.781624019306113,3.5,4.5,1,0.248869087747066,1,0
"Allen Parish","Louisiana",5352,22003,0.227798810168,0.742779881017,0.214882772680938,0.772069317023446,0.0292894360064455,"Allen Parish ","LA",63,25627,25.627,2.45834471455886,4.32,6.89,2.57,0.208842236703477,1,0
"Allendale County","South Carolina",2426,45005,0.76076020123,0.220234768027,0.756470915669357,0.232396326189814,0.0121615581628135,"Allendale County ","SC",7,8688,8.688,0.805709023941068,3.85,4.61,0.76,0.279235727440147,0,1
"Alpena County","Michigan",9288,26007,0.332039760349,0.61887254902,0.353585950851553,0.629736578466616,0.0108640294466156,"Alpena County ","MI",14,28405,28.405,0.492870973420172,4.19,5.19,1,0.326984685794754,1,1
"Alpine County","California",412,6003,0.553043478261,0.366956521739,0.642375168690958,0.329284750337382,-0.0376717714016181,"Alpine County ","CA",0,1129,1.129,0,2.91,7.51,4.6,0.364924712134632,0,1
"Amador County","California",14242,6005,0.34353543582,0.595775631328,0.365572594386154,0.609138193883957,0.0133625625559566,"Amador County ","CA",16,39752,39.752,0.402495471925941,4.32,8.55,4.23,0.358271281948078,1,1
"Amelia County","Virginia",3744,51007,0.305614783227,0.668656716418,0.305460534650957,0.682883567718231,0.0142268513002314,"Amelia County ","VA",6,13145,13.145,0.456447318372005,3.14,4.61,1.47,0.284823126664131,1,1
"Amherst County","Virginia",9164,51009,0.328805064627,0.635914006858,0.333548956189356,0.649279623640106,0.0133656167821058,"Amherst County ","VA",6,31605,31.605,0.18984337921215,2.83,4.22,1.39,0.289954121183357,1,1
"Amite County","Mississippi",4049,28005,0.382198208446,0.608844021044,0.363535451644235,0.624809213264881,0.0159651922208813,"Amite County ","MS",13,12297,12.297,1.05716841506058,5.59,6.84,1.25,0.329267300967716,1,1
"Anderson County","Kansas",2243,20003,0.202929508697,0.728104974062,0.205645161290323,0.77258064516129,0.0444756710992903,"Anderson County ","KS",0,7858,7.858,0,3.31,4.87,1.56,0.285441588190379,1,1
"Anderson County","Kentucky",5112,21005,0.230769230769,0.722095671982,0.252602987777275,0.72891202655802,0.00681635457602026,"Anderson County ","KY",1,22747,22.747,0.0439618411219062,3.17,3.62,0.45,0.224732931815184,1,0
"Anderson County","South Carolina",50448,45007,0.262030487197,0.698777025007,0.282736515667114,0.703120934927622,0.00434390992062217,"Anderson County ","SC",208,202558,202.558,1.02686637901243,2.13,3.47,1.34,0.249054591771246,1,0
"Anderson County","Tennessee",21140,47001,0.303132254483,0.645998048649,0.33008152937869,0.65178521225752,0.00578716360852038,"Anderson County ","TN",16,76978,76.978,0.207851593961911,2.35,3.83,1.48,0.274623918522175,1,1
"Anderson County","Texas",11903,48001,0.198851187304,0.779593770356,0.205700317262183,0.785874031310137,0.00628026095413681,"Anderson County ","TX",39,57735,57.735,0.675500129903871,2.67,5.25,2.58,0.206166103749892,1,0
"Andrew County","Missouri",4740,29003,0.223741794311,0.729212253829,0.241078753076292,0.743949958982773,0.0147377051537727,"Andrew County ","MO",8,17712,17.712,0.4516711833785,2.18,2.78,0.6,0.267615176151762,1,1
"Andrews County","Texas",2710,48003,0.169711733658,0.796792529436,0.144976974245267,0.84308374552277,0.0462912160867699,"Andrews County ","TX",10,18705,18.705,0.534616412723871,1.87,4.07,2.2,0.144881047848169,1,0
"Androscoggin County","Maine",27253,23001,0.415160823997,0.509378388146,0.470420903810448,0.498543614901119,-0.0108347732448809,"Androscoggin County ","ME",10,108277,108.277,0.0923557172806783,3.26,3.59,0.33,0.251697036305032,1,0
"Angelina County","Texas",19612,48005,0.252360227653,0.725343153666,0.26444727251692,0.725284896164748,-5.82575012518793e-05,"Angelina County ","TX",93,86715,86.715,1.07247880989448,3.58,6.22,2.64,0.226166176555383,1,0
"Anne Arundel County","Maryland",122860,24003,0.477790721128,0.471348774795,0.55818317469648,0.412835858496142,-0.058512916298858,"Anne Arundel County ","MD",278,579234,579.234,0.479944202170453,3.01,3.98,0.97,0.212107714671445,0,0
"Anoka County","Minnesota",74807,27003,0.410133417353,0.507056561135,0.477866926851448,0.496855048026827,-0.0102015131081731,"Anoka County ","MN",159,356921,356.921,0.445476730144766,2.63,3.01,0.38,0.209589797182009,1,0
"Anson County","North Carolina",6428,37007,0.556571098711,0.431017894939,0.517152045738789,0.475343934250491,0.0443260393114913,"Anson County ","NC",9,24446,24.446,0.368158389920641,4,4.52,0.52,0.262946903378876,0,0
"Antelope County","Nebraska",2005,31003,0.118322981366,0.843788819876,0.126151269885571,0.863243092380687,0.0194542725046866,"Antelope County ","NE",1,6298,6.298,0.158780565258812,2.01,2.33,0.32,0.318355033343919,1,1
"Antrim County","Michigan",8737,26009,0.327733569113,0.62400530504,0.373691140510377,0.611198194244153,-0.0128071107958467,"Antrim County ","MI",0,23324,23.324,0,5.56,6.2,0.640000000000001,0.374592694220545,1,1
"Apache County","Arizona",15885,4001,0.653625596227,0.284849134466,0.662052695904272,0.325213881704232,0.0403647472382321,"Apache County ","AZ",171,71887,71.887,2.37873328974641,9.04,9.78,0.74,0.220971802968548,0,0
"Appanoose County","Iowa",3812,19007,0.297408136483,0.66125328084,0.290208717004297,0.692449355432781,0.0311960745927808,"Appanoose County ","IA",3,12426,12.426,0.241429261226461,2.97,2.97,0,0.306776114598423,1,1
"Appling County","Georgia",4507,13001,0.204769384549,0.784235327717,0.212634088200238,0.783075089392133,-0.00116023832486656,"Appling County ","GA",38,18386,18.386,2.06678994887414,3.12,5.84,2.72,0.24513216577831,1,0
"Appomattox County","Virginia",4525,51011,0.254337440282,0.718380688962,0.260897712559344,0.723133362106172,0.00475267314417172,"Appomattox County ","VA",6,15911,15.911,0.377097605430206,3.08,3.65,0.57,0.28439444409528,1,1
"Aransas County","Texas",8830,48007,0.234833285564,0.738511512372,0.23726606997559,0.751749389747762,0.0132378773757624,"Aransas County ","TX",18,23510,23.51,0.765631646108039,3.78,6.75,2.97,0.375584857507444,1,1
"Arapahoe County","Colorado",126756,8005,0.526755852843,0.389259314488,0.60998677834161,0.363589894426628,-0.0256694200613716,"Arapahoe County ","CO",385,656590,656.59,0.586362874853409,2.8,4.39,1.59,0.193051980688101,0,0
"Archer County","Texas",2363,48009,0.0922932771141,0.886624502225,0.0929941618015012,0.896580483736447,0.00995598151144705,"Archer County ","TX",1,8553,8.553,0.116918040453642,2.64,4.48,1.84,0.276277329591956,1,1
"Archuleta County","Colorado",5203,8007,0.341426611797,0.580795610425,0.408792650918635,0.567475940507437,-0.0133196699175635,"Archuleta County ","CO",0,14029,14.029,0,3.51,5.01,1.5,0.370874616865065,1,1
"Arenac County","Michigan",5262,26011,0.300120691967,0.630816682312,0.314120711131242,0.671271656664024,0.0404549743520244,"Arenac County ","MI",3,14883,14.883,0.201572263656521,6.11,6.24,0.13,0.353557750453538,1,1
